,x,y,z,label,state
1474,-4.692231619564055,-1.6713429175271712,2.5648483168159006,0,CA
1475,12.570534756651474,-7.383852208278758,-0.8809858212562195,3,NM
1483,10.994078967767496,-5.359416991838511,0.025452407664301863,3,NM
1491,1.4252287596518078,3.0174913041977236,-3.6795794141858575,1,AR
1498,10.211871915225016,9.148236918463768,-1.1547033259756994,2,AR
1516,6.708522343736458,11.850152508305893,3.6458236401035293,2,NC
1519,3.2590797418599307,-3.1655827292346346,-4.136331596310099,1,CA
1524,-0.23912297505285968,-3.491404745051084,1.2025112599344727,3,CA
1540,-4.191140645075847,7.1818774826492096,-2.6453511738462696,3,NV
1544,-9.347236574574264,2.600723610550573,-1.76001540341173,3,CA
1553,-8.89928415076537,3.073116081223454,-2.826008287412028,3,CA
1574,1.7507898769612318,-0.7442809381231981,-5.790978287513636,1,CA
1583,10.31605789277441,-6.062605710899675,-3.1468475045924404,3,CA
1584,-0.9595598366544275,1.2703362591079757,10.052348258436608,0,CA
1586,7.823097047145086,-5.395623510305421,-2.942517380307469,3,NC
1587,6.656093504955149,-6.191407991546037,2.032490438491314,0,NC
1594,11.471881113102034,-7.099606764313415,-1.3573487080285322,3,AR
1601,3.3547492712335485,-4.11258801398351,-2.4462066214210405,3,CA
1604,9.061740999519378,9.960476535782695,2.8687234395295205,2,CA
1612,1.084907841458249,8.01341855819661,-0.4992238102110418,2,CA
1621,-3.3478393315796673,9.007393309029927,-2.3142512160393824,2,NM
1642,-11.172497151951333,-0.8315346559913612,9.695021808015046,0,NM
1648,8.120209333460506,5.185592501331626,-1.528038159648379,2,CA
1652,-8.180148515452245,1.2787035011322827,-5.210687966268451,1,CA
1658,0.9801568798367574,-2.897713504877023,-1.4670376520615833,3,NV
1677,20.19311824931743,17.53291098428736,2.443138470839417,2,NC
1680,-1.7602148650892546,-1.3897136925736449,-5.281145445240961,1,CA
1687,-7.44171761058939,1.352775260605869,-1.4633624348874332,1,CA
1692,13.452277216355457,-7.511160480327512,-2.119766883155827,3,CA
1693,17.855019615579568,17.36062493126998,2.907022141716656,2,CA
1696,4.471838317740163,-3.249173891960287,-5.3409330548864,1,NV
1715,-2.4902555456925426,12.020755083591462,7.825279695023216,2,CA
1717,-2.392883417959477,10.462563875954867,7.391824946219396,2,CA
1722,-3.1252978560827342,-0.6709274533548244,-0.967866298634057,1,CA
1741,5.712647771872766,-5.734948273138458,-0.5128516556251516,3,CA
1753,3.302954879159542,2.157001775216013,-1.6656722244941056,3,CA
1757,16.123122726139872,17.112941476360803,4.41078199188681,2,CA
1776,-3.797599369096546,-0.5494445351373313,-5.839694278077478,1,NV
1778,-7.929543912308955,1.4338502919583453,-7.5522324626664705,1,CA
1792,-2.1624779842709767,-3.1594881166053863,3.5641194057081793,0,NC
1800,8.553412608894712,7.637772414442567,2.882614300717375,2,CA
1801,1.4923105482742776,-4.209924294092496,2.9144142462672376,0,CA
1802,-0.05602783723944866,5.8866627773132825,-0.6544905672744475,3,NM
1806,7.3149708552888155,-6.725679301611078,5.243088668696132,0,NC
1819,-3.262232198615928,1.9154149994931187,-2.413106123861966,1,NM
1821,13.347508568211282,16.34508356635103,-0.07128689421002893,2,CA
1823,-1.8082584504815733,2.8497848916317294,2.325872638717543,3,NM
1824,0.0019779150764687114,-1.675374310016672,-5.878045186224585,1,CA
1827,0.27448754915181217,-4.771021693614086,5.281363520197242,0,CA
1829,-4.329006332347343,1.7777796221933755,-6.36569161362836,1,NM
1833,5.292345008046792,18.599555986617545,2.953866449651638,2,AR
1838,0.10532748649948287,-2.523702963998866,-4.886607987131772,1,NC
1839,1.5494125651593136,14.50851384399836,5.095208259095882,2,CA
1840,7.638278761175564,14.123471216975824,-2.2915984772236855,2,CA
1841,2.2216116140569078,-0.07604592310313302,-0.5839125401738018,3,CA
1845,4.833514879562976,1.439182379476249,-0.5611585412209791,3,NC
1861,6.279584726829894,8.628911383879483,1.0472125545761422,2,CA
1869,3.609031067115364,3.863445858346339,1.5180665306978114,3,CA
1873,1.6789687038310488,-3.4249316495719957,-2.9697685805417544,3,NV
1892,8.582550062468973,15.936876222709573,0.7220267047516611,2,CA
1903,-6.08513542677185,9.858044806513405,2.650144826737533,1,CA
1908,5.475769041524551,-4.196553088852509,-3.274008642330598,1,NM
1912,4.574177652879583,-3.6607126938891903,-3.955685193993176,3,CA
1924,4.25585398801835,-4.312346501362279,-4.210432953990674,1,NM
1938,9.671537204748649,5.944200415816332,1.4819150698294108,2,CA
1952,-2.029878487702063,3.0087651596102116,5.798319125435931,3,CA
1953,-1.7822125769432013,4.017049177638834,-1.753240343547414,3,CA
1955,-0.24544349421236084,-2.7570836217792616,-2.2590309871959042,3,CA
1963,4.978892246003261,-2.5565428442595466,-3.5405106580261028,3,NC
1967,0.49526210969150497,3.9450427718761643,-1.3414480442428998,3,CA
1971,0.9455046498919305,1.827162848765464,0.6168588782710435,3,CA
1973,-2.534015576397833,-3.0052668179727413,3.4321674057558758,0,NV
1982,3.0959922981967627,14.389350060356792,-1.9145759774703988,2,CA
1988,-6.94874233918719,-0.4355991219327112,-0.672715466601212,1,NV
1996,15.577926895709771,-8.890220114578986,-1.4234815806153696,3,CA
1998,-2.197040892665982,-0.7629096193579044,12.562483800486635,0,CA
2011,7.99778677563968,-6.336630756357023,1.7212728283589867,3,NC
2022,-8.356291447514323,0.6009593880666028,0.9856824220566982,0,NV
2036,1.9232415837539796,-3.175464239279366,-0.057445307508315634,3,CA
2047,-0.38977712002633463,-2.971616771646694,0.9643035344414592,3,CA
2052,9.40479356446974,14.862049110221506,-0.91336648004609,2,NC
2055,-2.794994579062969,-1.216155727419311,-4.968341686996472,1,NC
2056,-1.370292620525521,-2.9230944021430814,-0.029784991610165946,3,CA
2060,-1.9829563318629293,-4.291282325550457,8.80393075998778,0,CA
2065,2.4348469348751416,-2.963414715052835,-2.586186241358881,3,NM
2069,-7.630290538778742,-0.6069722329410212,6.272247797057557,0,CA
2070,5.63387389627558,-4.870629954149343,0.10936375557256901,0,NM
2076,1.343783492450956,-4.059892782713746,0.788754340951642,0,CA
2077,-11.205612708342482,2.3979274377379958,-3.7501582693093582,1,CA
2082,-0.6691714085451995,-0.24525038788381975,-4.45898958525207,1,CA
2087,1.2296597588157034,-2.6335625744230824,-5.830867252263468,1,NV
2089,7.8220222620992095,-5.885845978249291,-0.891504769288061,3,CA
2091,1.8448928030917755,-5.247690289464926,4.399172114789703,0,CA
2100,3.9377881587077286,-2.3788262026367084,0.20807475674993012,3,CA
2103,-6.464762369283612,0.3536372278530815,3.74039521571929,0,CA
2113,-1.2524559391264496,-3.2742685629083277,2.881107063110866,3,CA
2117,-5.174915638052725,-0.4177034312555742,-3.996845570555362,1,NM
2122,4.812935426848077,-4.019408025862026,0.9769188998996626,3,CA
2123,-1.1325811523097251,-2.913996571414362,0.7662858411445358,3,NC
2125,-3.639247593129818,-0.44491521501937026,6.413101132939422,0,CA
2129,-1.1544558503004105,-3.7993762606655967,5.296338560113361,0,CA
2133,4.168465346963224,-4.7206992399161205,-0.8220491263394212,3,CA
2135,-2.2942520439882013,-1.8468224974994227,-1.7434170346034326,3,CA
2143,-0.5582270058875614,-4.19021139176442,4.905324690715453,0,NC
2157,-4.336053184663726,-2.6167869430193935,7.21029998551108,0,CA
2161,-0.09143575357746513,-0.915196895662204,1.6812726526073503,3,NM
2168,-9.206581036386353,1.2296736383099238,1.1639703545806033,1,NV
2172,0.23228069431171855,-2.45016262172545,-3.8202072103460774,3,NV
2174,-11.031105698099951,0.677306635550132,2.8416260096484796,0,CA
2177,-6.106352369492334,-0.8917849588157929,-2.6377659210939965,3,CA
2178,-1.1609847144308527,-3.3809260228479228,9.24583265411406,0,CA
2180,-0.6221081927579798,-3.7533484128245718,1.9662288029817192,3,CA
2181,1.136290969696651,-3.1124160256622195,-3.418739175328384,3,CA
2183,8.8729220399101,-5.72398441448733,0.33431533980121075,3,CA
2185,8.83031136096849,-5.236877849555857,-1.320076278234238,3,CA
2190,-5.322265301614489,-1.8545290286278693,4.593065376320177,0,NC
2196,-6.294099385342055,-0.03890425108901622,5.102774810045487,0,CA
2204,-0.9735044225072388,-3.203720221908092,1.3082259482717657,0,NC
2205,-2.154526542035836,-1.7202210360668284,2.3594540489071267,3,CA
2208,0.9264039649104733,-4.145059352242875,2.420721367912774,3,CA
2215,1.1991269144328045,-3.9391923832161218,0.678123728667956,3,NV
2221,-0.2806880849756537,-2.614721891716485,-3.2580833617050393,3,CA
2223,-10.063459613471199,1.441957031085069,-3.648739858406979,3,NC
2225,-6.189247821601669,4.289408232734363,-2.7428372298518764,1,CA
2227,-8.627294513492402,-0.8980322210729764,4.657946478062436,0,CA
2229,-5.797702459400082,-1.060633211972893,0.8912914536948634,3,NC
2246,-2.8981390037474055,-1.8440562581222248,-2.176406999713893,1,CA
2249,3.0128650026792014,-3.519405496763805,-3.6592297317341402,3,CA
2252,-5.82410389163229,-1.7546273670508072,6.93103816003535,0,CA
2257,-4.184638175628026,-3.0712040013591637,5.775553875947295,0,NV
2258,0.49698203326347756,-2.814428696967984,0.3539081957503947,0,NC
2260,-4.110036521765903,-0.279304362472434,-6.312094868430674,1,CA
2267,-5.620170123934828,-1.0092052273779506,-0.5616180828209972,3,CA
2269,-0.4541199250565652,-2.859691949253179,-2.364919581292704,3,CA
2273,-0.8817731434208538,-2.0809992246376843,-4.415645401154232,3,CA
2278,-4.287755145211869,-0.5082511056049166,-1.3049780597319085,3,NM
2280,2.826879946780626,-0.17467617462728052,8.111301677255133,0,CA
2286,6.09592898444463,-5.4888165456200095,-1.9984395711336218,3,CA
2289,-8.735773097804445,-0.4558957439494598,2.7013414260283595,0,CA
2294,2.1668830330155266,-3.9585805741143862,0.02819524963550617,3,CA
2296,7.913054796255306,-6.19128393803879,-1.1256652731215055,3,CA
2297,-8.447196592062113,0.007773048839822922,2.9594331388972583,0,NV
2298,-10.977947865360461,1.3554562448922902,1.1615675178340636,1,NV
2299,-4.426869343871169,-1.0663257946233722,-2.035366435530787,1,CA
2305,-5.776248956823769,-0.6699407714412731,-2.9210946855700466,1,CA
2314,-3.4662120540644867,-1.6312656715765828,-3.1876124685811633,1,CA
2326,8.700842718190094,-5.099706748069323,-7.136617871121208,1,CA
