,x,y,label,state
22212,-4.480576757442091,1.1054524278676108,4,CA
22235,1.115656042988508,1.2761111685274444,1,NC
22239,6.263915165062235,-4.285053936622335,7,NM
22240,7.444845438019619,1.5124814612508728,3,NM
22256,1.942057601919007,-3.9532846252609883,4,CA
22258,4.064000751352576,-5.2422241709740725,4,NM
22269,-4.407184586931008,-0.3541508897645405,5,CA
22272,-4.2251437693637355,-3.619228102476653,7,CA
22279,-6.89715196075828,0.20188193481757072,7,CA
22306,-1.4409101250604444,-0.04320547554955752,7,CA
22312,-7.600445961503949,5.592660761204422,1,AR
22316,-11.337156971880962,2.5230732677606755,1,CA
22319,-5.100768678505299,2.6048996166618568,1,CA
22323,0.7666325118584801,-3.6380617546997254,4,CA
22324,-0.8419752363744096,1.1694590102733806,3,NV
22333,2.378645975444789,2.540551053753499,3,CA
22339,-3.7016528136474594,-0.5975191479911286,4,CA
22344,0.7854157090785021,-1.936545891439985,1,CA
22346,-2.19630934279099,-2.442436504889372,0,CA
22350,1.3085014320764887,5.951516794160864,2,CA
22351,-0.555603390367606,1.4380774882934821,4,NM
22366,-3.2008639035324586,-3.2585413290448524,7,NV
22367,0.7348474641778585,3.448066508021408,3,NM
22371,-10.067464638372014,1.9987654272086954,1,CA
22374,13.024020028423832,10.712834807835549,2,AR
22380,2.4701207216256194,-1.3031545280111694,0,CA
22381,1.4864105853352991,-3.537337998970815,5,NC
22394,-6.500158097810583,0.13157160953113534,6,NC
22400,-8.257933847167918,1.6042661531717022,1,CA
22404,0.5557907364945578,-5.081462467476815,7,CA
22420,1.8528799149804633,0.33284423169959293,4,CA
22432,2.1979935274252784,-4.525799035622837,5,CA
22434,6.369364779506532,-5.53090606312823,0,CA
22437,9.38536546335663,-6.810532142695961,4,CA
22438,4.033303602468231,-3.9981201595674327,5,NV
22444,0.09317389293304167,-0.5175384238901202,7,NM
22460,5.470087469221794,-5.104909829607425,4,NC
22465,-1.7217975263954037,-1.2509067687607043,6,CA
22468,7.131618985501397,-0.6687392444818696,4,NC
22469,-4.32682944339245,-1.9022992654180866,4,CA
22470,3.023033461356621,-1.749887221066246,4,NM
22473,-7.088284722686461,5.548939934449161,5,NC
22479,3.242105277206935,-3.921528534221223,4,CA
22493,-7.483227518320005,0.02225191916009783,1,CA
22494,-5.831801646574757,-0.48358132119828534,7,NM
22495,-0.6962931047922167,-1.7343787707798102,5,NM
22496,-6.889869614686354,1.3540776700984762,1,NM
22497,0.17384499304544734,-0.4272816909799781,5,CA
22506,1.0584416526673506,-2.8639106571530344,5,CA
22515,-2.898233890934811,-0.17440579317509128,1,CA
22518,-8.025630446061266,2.1782171803687027,0,CA
22523,-2.427853689356536,-3.938421643124431,7,CA
22532,5.782773286174652,-5.750091027510254,7,CA
22534,-6.8028695434918225,2.2709776947724714,5,NC
22537,2.4357822384363925,-4.471002376537889,7,CA
22538,-6.0634728081300215,-2.5358806671020018,7,CA
22547,0.38912750497890325,-3.184086979803004,0,NC
22553,-2.735483899320863,-3.0046666316395836,7,CA
22558,-1.2210487442755094,-1.024944278101616,1,CA
22563,-4.5945573854053885,-0.45506674095371275,1,CA
22564,-6.787183140312606,-1.4687321752270295,7,CA
22581,-2.0929757282825854,-3.7551266691164016,7,CA
22585,0.4043989593036572,-2.2439582385409653,4,NV
22588,-6.927954403913093,-2.028120167061349,7,CA
22590,-0.4310838923493454,-1.8687636721299163,1,CA
22592,-10.683930362405585,2.8401392096342875,1,CA
22593,6.514909846637496,-5.891440567918905,4,CA
22600,-2.450628397909539,2.3192032530947313,1,AR
22612,-0.5164711943635124,-1.851685655834923,1,CA
22620,1.6644655332316622,-1.1253317445274513,0,NM
22622,-1.8712920171058312,-1.0847337455661843,1,CA
22634,-2.6166775363413306,1.3234089585822004,0,NC
22643,-1.8244097656929852,-2.010678915659518,4,CA
22644,-3.2605262753120487,2.7581634454221273,3,NC
22645,-0.5467394403935996,-4.600354538591425,7,CA
22665,6.033753383206835,0.6762679676990776,5,CA
22666,-10.408856362762423,1.2622783791672982,5,NV
22669,2.252670464787447,2.3521726052913734,3,CA
22671,-3.8783556941156414,-2.0451548359132943,4,CA
22672,-5.685409207893911,-0.3731811407444801,1,CA
22673,2.0630332328444476,-2.908201700170843,4,CA
22675,-3.199781126126258,-1.0708837815828347,0,CA
22681,2.396951093752717,0.19074199427671895,7,CA
22689,0.7707009182428194,4.288040123114091,5,CA
22696,-1.350892493526224,3.666662524622637,3,CA
22698,-3.444350903851916,-1.6096312668584436,5,CA
22708,5.210908625570824,-0.6169040326499615,3,NC
22714,4.927764553992579,1.6857049709605023,3,CA
22716,0.5325127510573978,-1.2324254182352432,7,CA
22718,-8.44340397742182,2.3821801961791556,7,NC
22721,-7.798197950827426,4.0780599108690305,1,CA
22722,-5.771337983208015,3.6794822671722835,1,CA
22733,6.674136650407965,-2.010601391473349,3,CA
22747,-0.9388655722250675,-2.488478557218701,4,CA
22754,-7.357544064754535,-2.191797378744513,7,CA
22764,-6.52685148188775,0.6482465956333359,1,CA
22766,-3.601430621128536,-2.3134630149599014,5,NV
22773,-3.2697499222942126,0.827896046856962,0,CA
22778,0.07419468042837851,0.472351604802952,4,CA
22779,-5.079326196792639,-0.8993055813759832,4,CA
22784,-2.46548527802878,-2.7215986052272005,7,CA
22788,-6.3223905250251216,-1.0205408618263836,7,CA
22789,1.8533733320121326,-3.1099591607420525,7,CA
22790,0.8546606640719673,-4.17197879114897,7,CA
22791,5.7733324713525915,-3.790388335838861,1,CA
22795,-0.023204755492281574,2.5650135065110726,3,CA
22796,1.2503664160938395,0.048737486904112955,3,CA
22797,-0.5941514313211873,0.5347632441919888,4,CA
22798,-14.643537807952287,6.77434972457094,1,CA
22802,-2.0334772822998537,-2.905597082917769,0,CA
22810,-4.883987337559409,0.19669557729888057,1,NV
22813,-4.0943036737680165,2.623233487166102,6,CA
22817,-7.470045194393823,3.0136693094412386,7,CA
22818,2.071345257387508,1.4308344884341877,3,CA
22827,-0.020521699455287278,1.1525686118939944,3,NC
22834,2.461854749480995,-4.051754828182038,4,CA
22864,2.230588960448897,-0.013301281330170773,3,NC
22866,5.288555883114942,-0.813469987266607,3,CA
22874,0.33696784358237025,-0.4350228108487351,7,NC
22879,-0.7102076002162967,-1.8851678914088008,5,NC
22886,-11.220842453954445,3.3053974122511005,6,AR
22889,-1.8689819251242896,11.92533259967018,3,NV
22891,0.377043509226592,0.7269914071650734,3,CA
22900,-4.2647789330593655,1.9589192724635212,3,AR
22928,-4.540209098490952,3.639932563590864,3,CA
22951,-2.522251482530913,-2.3964717796495534,5,NV
22960,-8.321469011204087,1.338946955136889,4,CA
22963,-12.31049553329524,3.701908408297632,4,CA
22980,-8.04215833729246,3.092243645021617,1,AR
22995,3.5934193967488235,0.5168903888754237,3,CA
23006,0.6687796407094018,-1.8447361693565996,5,CA
23013,-2.5998215917715553,-1.5345082176905755,4,CA
23026,-3.4090056279307728,-2.098931729082202,7,CA
23030,-3.787834669808243,0.29952884125061746,5,NV
23031,-3.9915832219839316,-1.5567437208498107,7,CA
23033,-4.170454757098121,0.5230317191941164,1,CA
23036,-7.384136637625838,4.770238338827694,1,CA
23038,2.7546907114850883,-4.149448705505084,4,CA
23043,6.024839433097675,-5.546519352908984,4,AR
23049,-11.561337041849265,0.8593020803884892,7,AR
23057,-0.27577589110555645,1.621183482694948,3,CA
23066,5.159338933546014,-6.287266154295851,7,CA
23068,-11.009024082673534,1.534572441184333,1,NC
23076,-3.715116115071397,-0.6043249908868085,1,AR
23077,-0.9707505757243426,-1.9504386137156673,0,CA
23082,-1.887066991234975,4.191048321175278,5,CA
23089,-4.996578835715565,-0.7609267224879591,5,CA
23091,-3.4385038290585253,1.0517671483888462,4,CA
23101,1.69056098614527,1.6218503550284278,3,CA
23110,0.633701816831478,0.5124556573510964,7,CA
23114,1.795506668909951,-2.990746801819641,5,CA
23119,-9.364049073087635,6.2143241833359175,1,CA
23122,3.01673235312723,4.422526386072074,3,CA
23125,-11.900215947809949,3.844030721228305,1,CA
23127,-9.708660688045132,1.2582349313203716,1,CA
23128,5.074098948565307,-4.509207635015195,4,CA
23129,-6.162511285900984,7.222804194841992,7,CA
23131,-2.9690364016235664,-1.6418428837172268,1,CA
23136,-5.458901452019274,-1.535322281084366,7,CA
23139,-3.7389606776928916,-0.5515644773939063,1,NM
23142,-5.018149461431649,0.21456685592576627,4,CA
23143,-0.4047794700737409,-2.536358000945426,5,CA
23144,-2.4705292243537795,-3.2404210000304303,7,CA
23148,-4.351356710634746,-0.940685472394402,1,CA
23154,-2.7295815669739163,-2.110320434502414,6,CA
23157,-3.587367062752052,-0.8995821708295819,1,CA
23158,1.7721383027743691,0.18437220243439414,7,CA
23164,-1.5558773666006458,2.4332540673352754,5,CA
23166,-10.725470069251841,2.4510880796994066,1,CA
23169,7.437927270756023,2.9447816462621135,4,CA
23170,-0.0003077783762096643,-1.8164961162466076,5,CA
23173,-8.08584724207328,-0.90756283884671,7,CA
23190,-3.9381721171845725,1.4053449604316661,4,CA
23193,2.339606738032057,-0.15068961201731282,3,CA
23206,-4.893887651443459,2.5178903942542084,3,NV
23211,1.9063401024814184,-4.113657545388704,4,NV
23214,-5.991918365872189,-0.9795343099842437,7,CA
23225,-5.130319509691832,4.032164407965186,1,CA
23230,-8.327060026783895,2.0579936306116227,1,CA
23233,-5.36726072434438,-1.1617920697190252,4,CA
23242,-8.408176600146737,-0.13674826179489036,5,CA
23243,-6.70351502168472,5.075490896871954,1,NC
23247,-2.6549167353113976,3.0550658491487885,3,CA
23248,-8.763685002165595,5.055304864202273,5,CA
23249,-12.89632863234366,4.754166838178015,1,CA
23250,3.729045623155113,-0.2654001820746648,3,AR
23273,-1.7838149254666171,-0.16057261070932605,7,CA
23276,5.265183559780672,0.5685204839116862,3,CA
23277,1.1657473336354571,-2.9238023571717395,1,NC
23278,0.45046683727680037,0.501611355992564,3,CA
23284,-7.343482150666951,2.8509145148954076,4,CA
23287,0.3326944487992137,0.5139610128525112,7,CA
23296,-8.413365313856167,0.11712477204533908,5,AR
23307,-6.644155253606998,4.085616931786311,1,NM
23319,-14.355735137614706,5.203610458892849,1,CA
23325,4.71764227082674,0.19079561054215616,3,NV
23326,-4.698175236784117,1.490099229580602,7,NM
23332,-10.148051444782004,2.442088282190304,4,AR
23334,2.031344193636133,-4.079140183658103,4,CA
23336,-6.9671102165240475,3.417628607932851,1,AR
23338,2.510761005465993,-3.700078473668363,4,NC
23343,-6.7378403424394175,-0.6291392993632421,4,CA
23349,6.697182069639084,-5.934503581986758,4,CA
23352,-5.178193326778568,-0.20291011798139286,5,NC
23353,5.084937514674321,-1.0322949187369197,3,CA
23359,3.0678494038464854,-3.3522032551024603,1,CA
23372,-3.4046007256013886,-1.4361282484705868,1,CA
23375,0.5007608838171966,-4.222983155602705,7,NV
23377,-10.614133908644655,0.39707822641281987,7,CA
23381,6.152147165523442,1.734819341026154,3,CA
23384,2.246030835696075,0.008799666742302004,3,CA
23386,-6.306662685153963,0.825608664019921,4,CA
23394,-2.0013480461806576,-2.0174086399263715,4,CA
23400,-5.385230800167947,0.34574000728905496,5,CA
23409,0.588513505196824,-2.119522454897053,1,CA
23411,-5.505406408043745,1.4921449522744192,7,CA
23415,13.448283103074425,-0.11958843546138515,3,CA
23420,2.3451139209144554,-2.8154076590871147,1,NC
23425,0.026660050425335022,3.1311063557810885,4,CA
23428,-11.71146480706717,5.28832188367889,1,CA
23434,3.1836100033851173,1.949282670703744,7,AR
23435,3.0009933371681408,-5.8063689858892396,7,NV
23440,2.7256588734894813,5.450747418941195,2,CA
23462,-0.3595465408317276,1.3020852816860267,3,NV
23463,-7.797928267354938,3.562232530241245,3,NC
23465,-4.0219106381885155,-0.21752283760704882,4,CA
23467,-0.7199507806674389,-3.188086289823491,5,NM
23486,-8.082439510833098,1.884656707367782,7,CA
23487,-9.64896513549358,1.6103279728161466,4,NC
23490,-7.433660097503448,4.614158320900401,3,NC
23491,2.6422128348517684,-4.442440086222791,7,CA
23492,-7.89742135009985,2.5138880717482848,1,NV
23502,-6.88991630503484,5.375511712865145,1,AR
23505,-4.655086485143864,-2.3299637088054275,7,CA
23511,-4.701733860641506,-0.7185827689828107,1,NM
23513,-2.512525662307378,-2.7295598217638504,0,CA
23518,-1.7900346726046414,-1.806244228479777,1,CA
23522,-2.3369490604327887,-0.8004483863761069,1,CA
23524,2.0048626866383734,-3.2006688564507297,1,CA
23537,0.5437012074048234,0.01283585246218573,7,CA
23539,-7.856242088209465,0.41687561506314075,1,CA
23544,-7.341094191538149,0.8729345500820401,6,CA
23562,3.4891395872877218,-1.6574642024379025,4,CA
23577,2.9716125358117313,-4.823556882942915,7,CA
23579,-4.532415180340779,-1.777498793638483,7,NC
23589,6.076015704790173,-6.193323913389017,7,CA
23609,7.758331458707513,2.7414811665923997,6,CA
23616,-4.296576984200934,1.8736193784127047,0,CA
23618,-2.8623499642745642,2.9889257058720573,5,CA
23625,7.0884984223923135,2.5519859292004954,3,CA
23635,0.3747984929594048,6.5325704802538604,3,CA
23643,10.197704516817435,-3.32252694710926,0,NV
23652,-2.411519269655523,1.103009066490842,0,NM
23659,-4.191833255804913,0.42106235223179633,7,CA
23661,1.4108539382187677,-3.648292553089001,4,CA
23665,-8.374499172599412,2.703768161444819,1,NC
23671,0.9467603728396283,-3.3667232850047895,6,CA
23672,-1.9340554520220072,-1.715612304586058,4,CA
23675,-1.555838947126671,-0.09782739852919627,5,CA
23681,2.752281338503718,-2.8915226172045445,4,CA
23686,-3.1776664002520496,4.334205396163698,0,CA
23690,-4.63975689213899,3.277996559392883,1,NC
23700,0.13649915286556827,-5.233990891964666,7,CA
23701,3.5956295374956535,0.3583430327778305,0,CA
23707,-1.1592023943210295,0.6204174416671393,3,NM
23710,-17.51312008058992,2.9902063409704107,7,CA
23721,0.23515243068138772,-2.14032904799938,1,CA
23732,5.054310043844335,0.04894105426185069,3,CA
23737,-1.8515519647784833,-2.894439445226571,4,CA
23742,8.574807886466374,-6.111760927869511,4,CA
23762,-2.418149037193394,-1.03597884051919,0,AR
23763,-5.014767671379809,-0.7514192421007223,1,CA
23764,8.509715834998724,-6.345607704224661,4,CA
23771,2.5643619419879053,-3.387173137416219,4,AR
23776,12.757675453883023,-7.446547323096815,5,CA
23777,1.4839901959609323,0.9213153414546424,0,CA
23778,4.412833232667235,-3.7181612443281007,1,CA
23783,-1.062846757050829,-0.8187320546016464,1,CA
23789,7.5218767981055965,-5.707045108985117,4,CA
23797,-0.07171733887693284,-4.55028470435777,0,CA
23800,0.6309530130975124,3.925537871226938,0,CA
23806,-8.550433713472238,1.4033635597852099,1,CA
23809,0.7824010348675836,-3.9435732586709573,4,NM
23811,-3.163925823575198,-0.6849207048824635,1,CA
23812,-4.776270490523259,-0.3960694846970367,1,CA
23833,-2.481759529708971,2.434975615326508,5,CA
23834,-1.9798095171563335,-2.6143447118425485,4,CA
23836,0.11314749705395935,-2.7870073379183213,4,CA
23839,-3.0324518617570955,0.2996534558043729,4,CA
23841,6.441201454563532,3.0071676120130504,3,NC
23847,6.079850830842422,7.623590252703852,2,CA
23870,-4.137617898419822,-0.3797339029166339,7,NV
23878,4.286693294297625,-5.725063714177653,5,NC
23880,-5.128799981152011,-2.1638615963267633,7,CA
23890,-5.842724938382429,0.5865918139412457,1,AR
23892,1.483751502455522,-4.430104325472148,7,CA
23913,-4.335760642895084,5.096728470505981,3,CA
23918,-6.754622633929417,3.7712405326363383,1,NC
23921,5.221954041421448,-2.8034190382704605,4,CA
23922,-9.909146013443868,0.8977293655944559,1,CA
23925,3.30981575740871,-0.4631826331232255,3,CA
23926,-2.1514290976063317,0.4855580764251034,0,CA
23929,15.399163243432689,3.9653756784041923,3,NC
23934,11.069853233533834,-2.9707988000545047,0,NM
23937,-1.7766541292594116,-2.5571499324495224,5,CA
23941,1.5805482738163552,5.5972679556566485,3,CA
23942,-3.5181393506700736,-0.9879686189270609,4,CA
23945,2.8947520819156014,1.3683379022132915,0,NM
23947,10.389706240719907,12.251161450417255,2,CA
23955,-1.275773109626172,-0.22904033037504,7,CA
23961,9.730780534757542,-5.361967362988103,4,CA
23971,-3.449464664055495,2.4932489779787423,0,NV
23980,-0.7147465429714255,0.6201497578201574,3,CA
23983,0.7300279559973625,-0.6453945992748902,7,CA
23997,-3.5827726720122857,0.6920718343111366,4,CA
24007,-6.416719068146509,2.5136028286357184,7,CA
24018,2.5130924200726126,-1.2272560642067682,0,CA
24020,1.591557094485362,-0.9877383327787872,4,CA
24037,2.866950475762623,3.4505468389342053,3,CA
24042,2.18664346728568,-1.0535714656132287,3,CA
24047,-0.7558117735922419,0.7343483721157217,3,CA
24049,5.69814036528466,0.012369480011304664,6,CA
24050,-1.3442885835837055,-1.0159702243318178,0,CA
24052,3.067224296729663,3.064523660534682,0,CA
24055,-2.5044677858335733,0.39792499349008736,5,CA
24059,6.1171836854927,-1.4497998085815682,3,CA
24067,-3.3412435656408963,1.3190464986272978,4,CA
24069,-4.876933398237163,1.0244436467297706,4,CA
24070,-4.184242541406089,2.9037618489480144,3,CA
24072,0.5236508564504457,-3.629348043496099,4,CA
24084,2.823160340648933,-0.88785076062357,0,CA
24092,6.09515433709545,0.6382169927177478,3,CA
24094,-10.196372865849463,0.7062177511640698,4,CA
24109,4.522323288888223,-0.46719117402507676,3,CA
24111,-4.462694127298742,-0.8479702068958568,1,CA
24115,3.596875927350784,-0.9976297226009092,3,CA
24118,1.950522643740575,7.0626183335461254,3,CA
24124,-2.159322585505505,1.6549848132497806,7,CA
24137,-2.7638293048638043,-1.430001340580149,7,CA
24142,-8.9200429647397,2.2997287498617434,0,CA
24154,-3.4991388069413207,1.017513967886631,7,NV
24156,-5.976239469362956,1.2649484103757862,4,NC
24159,-7.055088736608418,0.14250119178907147,4,CA
24164,-8.365256249254092,2.6625643035398348,6,CA
24165,5.521691352849084,-1.319168525244591,3,NC
24173,2.0126999410553332,-0.20234183903114722,3,CA
24174,-10.531405406960538,1.9252436309689736,7,CA
24181,-2.9093693430578096,-1.3499313233502166,1,CA
24183,-9.425916502980774,2.9567666391956005,0,CA
24185,1.270944665402041,-0.26972199295520627,3,NM
24192,3.2300852710137344,3.3505180682184803,3,NM
24193,-4.1180253482838625,1.0139300214532687,3,NC
24196,1.76707740709879,-1.6997141560776448,3,CA
24204,12.466701608832771,-1.0077136260581603,3,CA
24206,1.4117519965029688,-1.2573825766061557,0,CA
24213,4.573792629841504,-0.36468164569669126,3,CA
24223,-1.5987406960704773,0.9813890529922608,0,NC
24227,-12.354917967236922,5.101707535253158,1,CA
24240,-3.1232363410459874,2.651677247579538,3,CA
24242,0.20882616308421093,-0.3551173940434326,0,CA
24244,-7.486238253263398,3.6011792076614757,1,CA
24266,3.1916823937116945,-2.627266996501709,7,CA
24275,8.042463387195331,-2.0723983999916267,3,NM
24280,7.875916498448901,6.251727198110066,2,CA
24285,-0.8800541405823203,-0.4153927603353427,3,CA
24287,-1.7661043044035951,-4.152273886210672,7,CA
24290,2.4279846278747477,-1.7617059280409053,6,NM
24295,-1.4051480955291706,-0.04486822437357666,3,CA
24300,3.655541713850868,-0.48428139995762737,0,NM
24306,8.369676654100566,-0.31539957058093043,0,NM
24309,4.1092722873723,1.1622524323543086,5,AR
24311,-2.7563520156024457,-0.772178473702423,4,CA
24317,7.242561933203677,-1.2283219243681003,3,CA
24318,2.716116640938698,1.2587841082140077,3,CA
24338,-13.984598425555463,2.3269860766517634,7,CA
24340,-8.979979161085925,3.8201223561792292,1,CA
24347,1.4023694436396683,-0.31175860537649414,7,NC
24352,-1.9582139087928503,3.2295591216330677,3,NM
24355,3.4189864741422675,4.625507702253664,3,CA
24359,0.9767246095865277,0.7795549617937654,3,CA
24376,2.186831169124138,-0.971663762018983,3,CA
24383,4.295654905357563,1.0554455739198576,3,NM
24384,-9.261415870556164,1.8589331705248568,1,NC
24395,1.4777890856765468,12.089650004308071,2,CA
24408,0.4156903821958803,1.2950229236955917,3,CA
24411,5.0788023356411385,-2.1677820911241397,0,CA
24413,-3.888031573425329,0.32841195955530816,4,CA
24426,-2.630839328141022,-1.5507846816972657,1,CA
24442,-2.1126616711989494,-0.8031793522300154,7,CA
24460,2.7643202716510604,-4.262834482617486,7,CA
24462,-3.1589272518518863,-3.1238977582869722,7,CA
24463,-3.9505199322998035,-1.243995712005864,4,NC
24473,-7.6907068249566795,-0.9450539691440478,7,CA
24474,-1.376436162814079,4.051786575147048,5,CA
24478,1.6119757339640353,11.074532325284954,2,NM
24479,-10.356062895501955,4.421068445753459,1,CA
24490,-7.749719980740014,1.0559916958053845,1,CA
24493,-8.150339423342015,2.8282704776330028,7,CA
24502,3.8473457434902003,-3.4099412319284714,4,CA
24504,-12.319017933262467,4.911546813968304,1,CA
24512,-4.3069551820059395,-3.226857713579804,7,NM
24514,4.920677838139492,-5.292777793590487,7,AR
24532,-5.941227878244738,-0.7687648343374963,5,CA
24534,-3.5188655876600086,-1.956737641746789,5,CA
24535,-1.4823752684291391,-2.066813740763404,5,CA
24543,-12.908187643425277,0.8231538490468199,7,CA
24546,10.4805418668565,1.899738358397584,0,NC
24553,9.676331620126792,-5.787946460187676,4,NC
24559,2.2099238857883323,-4.587170122549505,4,NV
24574,0.7690907052708841,-3.851915056694719,7,CA
24575,-3.093713692718492,-1.9090503953749478,4,AR
24578,-14.869286250563647,2.2596975929502108,7,CA
24582,0.4261547723996484,-3.6809241904919743,0,NM
24588,0.6582091816858165,-1.113758818087025,4,CA
24592,-1.8695636068760795,0.6895618169789435,1,CA
24596,4.468998586750409,-5.996954147337567,0,CA
24597,3.631227336222837,-3.866007682329776,1,CA
24599,-2.514577226255084,-0.3555060759742662,1,CA
24605,-1.0116832336066837,0.0013391032567053069,3,CA
24606,1.7257787322144766,1.8040449481639327,3,NM
24615,-0.48884096664187104,-1.9316008381087173,1,AR
24625,-7.751739939723404,2.8716571672388587,5,CA
24627,-7.488609816463615,3.313338930860328,5,NC
24635,-6.549448294099267,2.8490076481587754,1,CA
24637,-3.908403137531979,-1.7272739608387628,6,CA
24638,1.9940062131994247,-3.3534283478254876,4,CA
24639,3.431750927036639,-4.904527751494703,4,CA
24641,-4.878119576200114,0.45096447124347194,1,CA
24655,-5.072379047167593,-0.5645735639273727,4,CA
24664,-2.995788398306019,-0.9313885685016646,4,CA
24666,0.7672318478974408,1.7014029930491146,3,CA
24670,-4.291204694678591,-0.9121850369687956,1,AR
24674,2.8132086387896527,-4.457120356790912,4,CA
24677,4.275625095404086,-4.692162920248652,4,CA
24703,0.9884736522919016,0.9059180587141858,7,CA
24716,-4.519921457616877,-0.6325585085927196,1,CA
24718,-5.664673381863833,3.5024408115393095,6,NC
24721,11.683856111009145,5.030141645092522,2,AR
24727,3.0747029205495187,-0.20080937469092708,0,CA
24729,-13.408911803726411,1.7228040545718102,1,CA
24731,-2.924191160728114,-2.323883754437463,7,CA
24733,-11.841906458962665,2.177736843819353,1,CA
24738,-4.012643592294009,0.3586943089601347,6,CA
24745,-6.694053802514823,3.0602486587295648,5,CA
24747,-2.9030232327604875,-2.143962776480203,6,CA
24749,-6.95746670066979,-0.9061384699661642,7,CA
24761,-5.934288870179426,0.6341896368778712,7,CA
24763,6.188834688207519,4.706730777416969,3,CA
24771,7.58118065049909,-5.829012732063054,4,CA
24776,-2.1464367636124377,-2.9335555749732305,5,CA
24777,-2.3523773790955396,2.200823337893733,3,CA
24780,6.020642190553819,-4.947343435919261,4,AR
24781,5.497214838855003,-5.203202998818357,4,CA
24783,8.727241589834211,-6.59024294328898,0,CA
24789,5.607143861073362,-4.562263462194721,4,CA
24791,5.99164765986074,-5.313004086366025,5,CA
24792,-4.459518816604179,-2.0626596457207897,5,CA
24794,8.00503084190833,-6.633240366085193,4,CA
24798,-5.855764146381069,-2.5419223377735807,7,NC
24804,-0.5150869750808346,9.899431429478096,2,AR
24810,8.834151366980208,6.360807882980844,3,CA
24815,5.779176039227706,-5.1834729795606656,4,CA
24829,-4.374959110186686,-4.045259477506177,7,NC
24845,-3.4866167209508716,-2.250200537267965,7,NC
24870,-3.5194185397387803,-1.2669730909270212,1,CA
24871,-7.754385284994338,4.3099962997018775,1,CA
24876,2.7233692866543775,1.4720188121146172,3,CA
24883,7.713502110142705,-5.465310293462453,4,NM
24888,-5.452288704117243,1.1634243195980487,0,CA
24904,7.992832678494881,-5.533203346694318,4,NC
24906,5.717539948265014,-3.2581550072625394,4,NC
24909,7.539833342090655,-6.2573314100493675,4,NC
24910,0.0724292082782732,0.560139388318644,3,NC
24911,-3.557176670055658,-0.7211425472331517,5,CA
24912,3.5524664164354136,-5.418587177094987,7,NC
24913,-1.5128404289303683,-3.846825848754703,7,CA
24914,-2.5573136056982877,-1.7283616611526116,4,NC
24917,6.025439724416696,-4.110973186579108,4,CA
24926,-1.3391301356957805,-5.097152671544792,7,CA
24930,6.7862165462858295,0.31750600139831725,3,NM
24932,3.7102928260437884,3.6445032377000066,3,CA
24946,0.21697674060648509,-0.48073298617437904,7,NM
24955,4.145466505609511,4.217141139000319,3,CA
24961,1.125263800345251,-2.1250868472261493,1,NV
24963,4.364781597627746,-0.3613091707391548,0,NV
24972,-3.7836135594529825,-2.5706964149705476,7,CA
24974,3.4749773772096644,0.411763760702587,1,NC
24988,1.6908686998544225,-0.09720372573037218,5,NM
24996,-2.7864631716747787,-0.45413095606603693,1,NC
24997,-6.608755569181786,-0.7900710770742837,1,NM
25001,-0.7174494841449317,-2.3157807253861376,4,CA
25002,0.5775403398610711,-4.350401532491876,7,CA
25024,-1.5791824725545802,-3.013489615436948,7,CA
25025,-5.132813739816447,-1.6879764544831262,4,CA
25026,-5.079447091148034,-2.1157658168563436,7,CA
25029,-3.3422191434389075,-0.804572060743935,1,CA
25031,3.9662453659999035,-0.0820928682484352,4,CA
25032,6.140425328628589,9.048157104475836,2,NC
25033,-3.6071346301132974,1.488938164569842,3,CA
25042,7.744321869514398,4.230182215553685,3,CA
25053,-2.4589822357164666,-0.395299015924072,1,CA
25059,4.634984707776006,-5.747553993629324,7,AR
25060,6.685213319502717,-5.527365503068516,4,NC
25064,-0.3102698100801973,-1.5815723312326113,5,AR
25074,3.640450894354547,7.422302501447422,2,CA
25075,-4.245906917650502,-0.754857790967769,4,CA
25076,-4.1704777725967555,-2.5954967791762913,6,CA
25081,-2.9579291950089726,-0.3388836171085243,1,NC
25090,9.235374565138121,-6.060833738624018,4,CA
25092,-10.576271255971436,4.993496541203148,1,CA
25115,-4.037766699802192,2.3756574759041027,3,NM
25118,-0.09301373841944582,1.1215892172053294,0,CA
25119,1.5612208220638015,-2.234409098050169,1,AR
25122,2.1958332718390214,0.36512278054158426,0,NM
25127,-1.5438794697109617,-2.118790182884637,0,AR
25141,1.6924240037898206,0.35608716880254165,3,CA
25153,-1.3996618909571246,1.9317104128581573,3,NV
25156,-1.4938030658921408,0.33254224662601645,4,CA
25163,1.9360002457554637,1.2258965307687155,3,CA
25168,2.082352519504622,6.504286085409541,2,CA
25170,-11.303061198383126,0.576510298583068,5,NV
25172,5.027723002022003,-4.161115361877573,4,CA
25173,-3.0713097817781527,1.5068720073466075,7,NV
25178,-3.9276144951495846,2.7082442018994337,0,CA
25180,-6.716531224811834,-2.8951417697981228,7,NC
25181,-3.2759315117434147,1.5993431940786662,7,NV
25183,-1.977928306636452,-0.4772451380060174,0,CA
25189,-7.754410132080671,-0.46257122409554724,7,CA
25201,9.168847045608954,0.7508314312810691,3,NC
25202,-8.720425712733745,2.1228239138631455,1,NC
25209,5.450614066240471,0.2929392782667576,3,CA
25210,6.864930759763229,1.4732921585479437,3,CA
25212,-4.801526499622388,0.06610252703778587,5,NC
25221,-7.2981020146636855,-1.011510167511434,4,CA
25229,5.253876883607613,0.5733360596899142,3,NM
